YEAR,MONTH,Datetime,Rainfall,Precipitation_Anomaly,SPAI
1964,Oct,01-10-1964,6.409,-1.5115999999999987,-0.1288413074427564
1964,Nov,01-11-1964,0.039,-8.688314285714284,-0.5338813412207617
1964,Dec,01-12-1964,6.205,3.551457142857143,0.7818675494526437
1965,Jan,01-01-1965,5.913,2.6288714285714287,0.627632159498816
1965,Feb,01-02-1965,1.438,-1.6960142857142853,-0.2753540809390055
1965,Mar,01-03-1965,6.031,0.7244285714285716,0.07559743824482772
1965,Apr,01-04-1965,1.544,-2.137514285714286,-0.3209856660373575
1965,May,01-05-1965,0.492,-7.378114285714288,-0.8173701096269745
1965,Jun,01-06-1965,12.905,-35.95624285714286,-0.8037639358163808
1965,Jul,01-07-1965,306.552,125.59102857142858,1.3444823896505502
1965,Aug,01-08-1965,103.157,-58.85882857142856,-0.5980029130334681
1965,Sep,01-09-1965,24.031,-72.18434285714287,-0.9470529593572155
1965,Oct,01-10-1965,4.03,-3.8905999999999983,-0.33161550061973305
1965,Nov,01-11-1965,0.039,-8.688314285714284,-0.5338813412207617
1965,Dec,01-12-1965,0.4,-2.253542857142857,-0.49612650819806603
1966,Jan,01-01-1966,0.0,-3.2841285714285715,-0.7840720869630277
1966,Feb,01-02-1966,0.183,-2.9510142857142854,-0.47910789037871376
1966,Mar,01-03-1966,0.0,-5.306571428571428,-0.5537650248555248
1966,Apr,01-04-1966,0.0,-3.681514285714286,-0.5528446396470083
1966,May,01-05-1966,15.914,8.043885714285711,0.8911263086345717
1966,Jun,01-06-1966,49.175,0.31375714285713485,0.007013710443421835
1966,Jul,01-07-1966,191.453,10.492028571428563,0.11231970791586676
1966,Aug,01-08-1966,239.483,77.46717142857145,0.7870627958986645
1966,Sep,01-09-1966,79.71,-16.505342857142864,-0.21654881348713215
1966,Oct,01-10-1966,0.0,-7.9205999999999985,-0.6751127677501304
1966,Nov,01-11-1966,22.862,14.134685714285714,0.868551104244084
1966,Dec,01-12-1966,0.478,-2.1755428571428572,-0.4789544950203305
1967,Jan,01-01-1967,0.0,-3.2841285714285715,-0.7840720869630277
1967,Feb,01-02-1967,0.0,-3.134014285714285,-0.5088186052213167
1967,Mar,01-03-1967,50.2,44.89342857142857,4.684834817225746
1967,Apr,01-04-1967,0.277,-3.404514285714286,-0.5112481787079712
1967,May,01-05-1967,5.947,-1.9231142857142878,-0.21304849364871417
1967,Jun,01-06-1967,102.316,53.45475714285714,1.1949247912234653
1967,Jul,01-07-1967,233.313,52.35202857142855,0.5604411499563171
1967,Aug,01-08-1967,224.185,62.169171428571445,0.6316358398136638
1967,Sep,01-09-1967,188.78,92.56465714285714,1.214441096354101
1967,Oct,01-10-1967,27.233,19.312400000000004,1.6460934545233472
1967,Nov,01-11-1967,0.039,-8.688314285714284,-0.5338813412207617
1967,Dec,01-12-1967,9.852,7.198457142857143,1.584769242519334
1968,Jan,01-01-1968,1.848,-1.4361285714285714,-0.3428697450957037
1968,Feb,01-02-1968,1.679,-1.4550142857142851,-0.23622685538126056
1968,Mar,01-03-1968,12.542,7.235428571428572,0.7550500990384594
1968,Apr,01-04-1968,0.326,-3.355514285714286,-0.5038899599859032
1968,May,01-05-1968,3.443,-4.427114285714287,-0.4904492867577085
1968,Jun,01-06-1968,6.259,-42.60224285714286,-0.9523282654839477
1968,Jul,01-07-1968,197.657,16.69602857142857,0.1787350310505766
1968,Aug,01-08-1968,89.668,-72.34782857142855,-0.7350505147219609
1968,Sep,01-09-1968,14.912,-81.30334285714285,-1.0666935295217173
1968,Oct,01-10-1968,3.689,-4.2315999999999985,-0.36068065399230503
1968,Nov,01-11-1968,0.039,-8.688314285714284,-0.5338813412207617
1968,Dec,01-12-1968,0.0,-2.653542857142857,-0.5841881142377359
1969,Jan,01-01-1969,6.052,2.767871428571428,0.6608178334812604
1969,Feb,01-02-1969,0.872,-2.2620142857142853,-0.36724623722814875
1969,Mar,01-03-1969,0.312,-4.994571428571428,-0.5212063963548931
1969,Apr,01-04-1969,0.0,-3.681514285714286,-0.5528446396470083
1969,May,01-05-1969,4.085,-3.785114285714288,-0.4193265594510095
1969,Jun,01-06-1969,17.161,-31.70024285714286,-0.7086255387256246
1969,Jul,01-07-1969,144.558,-36.40297142857145,-0.38970262902839825
1969,Aug,01-08-1969,109.526,-52.48982857142856,-0.5332941744202266
1969,Sep,01-09-1969,86.345,-9.870342857142859,-0.12949812996465487
1969,Oct,01-10-1969,0.0,-7.9205999999999985,-0.6751127677501304
1969,Nov,01-11-1969,5.077,-3.650314285714284,-0.22430527057922045
1969,Dec,01-12-1969,0.0,-2.653542857142857,-0.5841881142377359
1970,Jan,01-01-1970,3.647,0.3628714285714283,0.08663404982816862
1970,Feb,01-02-1970,3.23,0.09598571428571478,0.015583629432275538
1970,Mar,01-03-1970,3.967,-1.339571428571428,-0.13979041183627453
1970,Apr,01-04-1970,4.309,0.6274857142857142,0.09422810470790441
1970,May,01-05-1970,15.802,7.931885714285712,0.8787186054284184
1970,Jun,01-06-1970,107.894,59.03275714285714,1.319615105831604
1970,Jul,01-07-1970,96.931,-84.02997142857144,-0.8995612033251146
1970,Aug,01-08-1970,339.508,177.49217142857142,1.8033120626264825
1970,Sep,01-09-1970,152.583,56.36765714285714,0.7395392739783502
1970,Oct,01-10-1970,0.019,-7.901599999999998,-0.6734933017264387
1970,Nov,01-11-1970,0.039,-8.688314285714284,-0.5338813412207617
1970,Dec,01-12-1970,0.0,-2.653542857142857,-0.5841881142377359
