YEAR,MONTH,Datetime,Rainfall,SPI
1939,Apr,01-04-1939,1.011,-0.40102506560597406
1939,May,01-05-1939,0.004,-0.8714322450252131
1939,Jun,01-06-1939,36.426,-0.2779767558418338
1939,Jul,01-07-1939,95.995,-0.9095813101036592
1939,Aug,01-08-1939,131.53,-0.30973457566912527
1939,Sep,01-09-1939,44.68,-0.676139686703767
1939,Oct,01-10-1939,0.404,-0.640677805983212
1939,Nov,01-11-1939,1.007,-0.47439947611932987
1939,Dec,01-12-1939,0.697,-0.430740765713611
1940,Jan,01-01-1940,2.843,-0.10531761838683593
1940,Feb,01-02-1940,10.312,1.1653720584777065
1940,Mar,01-03-1940,23.731,1.9226734781845118
1940,Apr,01-04-1940,1.521,-0.32443952380485896
1940,May,01-05-1940,8.169,0.03311147531621611
1940,Jun,01-06-1940,32.81,-0.3588086270542806
1940,Jul,01-07-1940,179.804,-0.012385659459413115
1940,Aug,01-08-1940,164.446,0.024690426716406845
1940,Sep,01-09-1940,13.695,-1.0826604747887631
1940,Oct,01-10-1940,8.129,0.017762985228281538
1940,Nov,01-11-1940,6.465,-0.13901515822303565
1940,Dec,01-12-1940,0.426,-0.4904025038054875
1941,Jan,01-01-1941,3.258,-0.006238088151479143
1941,Feb,01-02-1941,2.604,-0.08604974483804922
1941,Mar,01-03-1941,0.328,-0.5195367230984504
1941,Apr,01-04-1941,0.291,-0.509145830501666
1941,May,01-05-1941,7.618,-0.0279299931354834
1941,Jun,01-06-1941,5.985,-0.9584532468755983
1941,Jul,01-07-1941,129.066,-0.5555482425040472
1941,Aug,01-08-1941,112.257,-0.5055473436535816
1941,Sep,01-09-1941,68.328,-0.36587976749660206
1941,Oct,01-10-1941,4.26,-0.3120114382276758
1941,Nov,01-11-1941,0.039,-0.5338813412207617
1941,Dec,01-12-1941,0.419,-0.4919435819111815
1942,Jan,01-01-1942,5.501,0.5292688668314259
1942,Feb,01-02-1942,5.849,0.44078779431083837
1942,Mar,01-03-1942,0.0,-0.5537650248555248
1942,Apr,01-04-1942,12.946,1.391226780269144
1942,May,01-05-1942,11.528,0.40523178843646895
1942,Jun,01-06-1942,22.169,-0.5966769737278556
1942,Jul,01-07-1942,280.147,1.061810467121211
1942,Aug,01-08-1942,185.295,0.2365152801231378
1942,Sep,01-09-1942,73.658,-0.29595058239113076
1942,Oct,01-10-1942,0.0,-0.6751127677501304
1942,Nov,01-11-1942,0.039,-0.5338813412207617
1942,Dec,01-12-1942,2.28,-0.08223695981161742
1943,Jan,01-01-1943,2.363,-0.2199156292614656
